"Begin Time - ss.msec","End Time - ss.msec","*TIME","Motion","Mom Grab","RHInteract","LHGrasp","LHInteract","RHGrasp","Interact Comment","Mouth","Grasp Comment","Interact  Comment","Mom Grab Comment","Mon Grab comment","Interact comment","Motion Comment","Mouth Comment","Momgrab comment","Grasp comment","Motion comment","Momgrab","Mouth comment","motion comment","grasp comment","moith comment","interact comment","Mom action","Mom action comment","inInteract comment","mouth comment","RHinteract","LHinteract","Mom Actions","File","File Path"
116.39,119.596,,"Drop-shak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
120.05,121.985,,,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
120.53,121.99,,,,,"ig",,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
122.196,122.916,,"Shak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
122.946,123.588,,,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
126.221,127.456,,,"Momforce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
126.575,127.32,,,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
127.456,128.221,,,"Momgrab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
130.373,132.908,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
130.476,131.177,,,"Momforce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
130.607,132.906,,,,,,,"ig",,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
131.905,133.781,,,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
132.243,133.59,,,,,"ig",,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
133.805,133.955,,"Drop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
134.218,134.376,,,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
138.711,139.221,,,"Momforce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
138.835,149.599,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
139.226,143.169,,,,,,,"mg",,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
139.333,140.126,,,,,,,,,"mm",,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
141.114,141.471,,,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
146.41,149.366,,,,,,,"mg",,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
146.815,167.675,,,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
147.303,167.671,,,,,"ig",,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
152.304,154.195,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
152.818,153.886,,,,,,,"mg",,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
154.669,158.166,,,"Momgrab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
157.81,158.17,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
158.429,179.395,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
160.7,179.212,,,,,,,"ig",,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
177.545,188.374,,,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
178.503,188.371,,,,,"ig",,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
184.826,186.209,,,"Momgrab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
187.518,188.469,,,,"i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"002_07_081407_TS_babyhands_HL.eaf"
