"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","*TIME","LHGrasp","RHInteract","RHGrasp","Interact Comment","LHInteract","Grasp Comment","LHinteract","File","File Path"
133.09,134.03,0.94,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
133.095,134.035,0.94,,,,,,,"unsure if mother is moving ball with baby ",,"003_08_092407_07202018EP_mathands_IN.eaf"
135.29,163.93,28.64,,,,"ig ",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
135.29,168.72,33.43,,,"i   ",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
137.29,151.45,14.16,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
153.23,167.75,14.52,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
165.01,168.72,3.71,,,,"ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
174.37,184.7,10.33,,"ag ",,,,"a ",,,"003_08_092407_07202018EP_mathands_IN.eaf"
184.38,210.91,26.53,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
194.18,195.33,1.15,,"ag",,,,"a",,,"003_08_092407_07202018EP_mathands_IN.eaf"
198.0,211.26,13.26,,"ag",,,,"a",,,"003_08_092407_07202018EP_mathands_IN.eaf"
212.42,214.8,2.38,,"mg",,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
214.68,217.76,3.08,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
215.53,229.23,13.7,,"ag",,,,"a",,,"003_08_092407_07202018EP_mathands_IN.eaf"
221.0,221.26,0.26,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
232.18,233.56,1.38,,,"m","mg",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
233.48,234.36,0.88,,"mg",,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
234.98,243.72,8.74,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
236.48,245.52,9.04,,"ig",,,,"i",,,"003_08_092407_07202018EP_mathands_IN.eaf"
245.54,247.34,1.8,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
245.556,251.533,5.977,,,,,,,"?? looks like a series of grasps and regrasps? definitely interact but unsure about grasp",,"003_08_092407_07202018EP_mathands_IN.eaf"
247.761,251.532,3.771,,,"i","ig",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
274.96,281.438,6.478,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
283.297,284.766,1.469,,"ag",,,,"a",,,"003_08_092407_07202018EP_mathands_IN.eaf"
283.297,290.066,6.769,,,"a","ag",,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
296.402,297.151,0.749,,"mg",,,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
296.402,298.651,2.249,,,,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
302.437,302.637,0.2,,"mg",,,,"m",,,"003_08_092407_07202018EP_mathands_IN.eaf"
305.064,306.42,1.356,,,"m",,,,,,"003_08_092407_07202018EP_mathands_IN.eaf"
