Begin,End,m_inf,i_inf,a_inf,Mom Actions,m_mom,i_mom,a_mom,File
76.637,90.583,L,,,,,,,048_08
86.103,89.137,,,,momforce,,,,048_08
86.11200000000001,89.137,,,Both,,,,,048_08
86.11200000000001,92.79,,,R,,,,,048_08
89.831,90.616,,,,momgrab,,,,048_08
93.24,104.274,R,,,,,,,048_08
100.536,100.999,Both,,,,,,,048_08
101.87100000000001,123.08,,L,,,,,,048_08
103.72,104.43799999999999,,,,momgrab,,,,048_08
107.1,168.775,R,,,,,,,048_08
122.162,123.102,,,,momgrab,,,,048_08
144.017,144.298,L,,,,,,,048_08
144.02700000000002,144.298,,,,momgrab,,,,048_08
144.02700000000002,144.309,,,,momgrab,,,,048_08
151.737,153.2,,,,momforce,,,,048_08
151.737,155.791,,L,,,,,,048_08
155.029,155.791,,,,momgrab,,,,048_08
155.029,155.834,,,,momgrab,,,,048_08
161.431,163.29,L,,,,,,,048_08
168.66,168.81400000000002,,,,momgrab,,,,048_08
176.57299999999998,180.486,R,,,,,,,048_08
176.613,177.22299999999998,,,,momforce,,,,048_08
176.61700000000002,177.22299999999998,Both,,,,,,,048_08
176.61700000000002,177.882,L,,,,,,,048_08
180.34400000000002,180.518,,,,momgrab,,,,048_08
186.63,195.979,,L,,,,,,048_08
188.442,195.979,,Both,,,,,,048_08
188.442,196.06,,R,,,,,,048_08
202.396,204.75099999999998,R,,,,,,,048_08
205.77700000000002,221.563,,L,,,,,,048_08
217.475,219.972,,,Both,,,,,048_08
220.324,223.378,R,,,,,,,048_08
225.482,229.775,R,,,,,,,048_08
229.93099999999998,233.213,,L,,,,,,048_08
233.643,235.06900000000002,L,,,,,,,048_08
240.887,242.699,,R,,,,,,048_08
241.01,242.699,,Both,,,,,,048_08
241.01,247.862,,L,,,,,,048_08
244.81,245.988,,,Both,,,,,048_08
246.729,247.857,,,,momforce,,,,048_08
246.75799999999998,247.857,Both,,,,,,,048_08
246.75799999999998,248.69799999999998,R,,,,,,,048_08
251.364,257.793,R,,,,,,,048_08
254.734,256.502,,Both,,,,,,048_08
259.031,261.19599999999997,,L,,,,,,048_08
261.059,261.19599999999997,Both,,,,,,,048_08
261.059,269.04400000000004,R,,,,,,,048_08
264.995,265.888,,Both,,,,,,048_08
265.707,265.888,,,,momgrab,,,,048_08
265.707,265.908,,,,momgrab,,,,048_08
270.972,274.756,R,,,,,,,048_08
274.73900000000003,274.756,,,,momgrab,,,,048_08
274.73900000000003,274.88,,,,momgrab,,,,048_08
279.914,282.693,R,,,,,,,048_08
283.235,289.46,,L,,,,,,048_08
284.676,289.46,,Both,,,,,,048_08
284.676,314.353,,R,,,,,,048_08
286.947,287.51,,,,momgrab,,,,048_08
289.8,289.992,L,,,,,,,048_08
292.41,308.086,L,,,,,,,048_08
292.54,292.795,,,,momgrab,,,,048_08
306.936,308.318,,,,momgrab,,,,048_08
312.23400000000004,346.267,,L,,,,,,048_08
316.275,331.791,,,Both,,,,,048_08
336.05400000000003,337.961,,,,momforce,,,,048_08
336.065,337.961,,,Both,,,,,048_08
336.065,353.153,,,R,,,,,048_08
346.764,353.153,,,Both,,,,,048_08
346.764,354.524,,,L,,,,,048_08
359.466,361.094,L,,,,,,,048_08
368.538,373.126,,,L,,,,,048_08
373.876,377.67699999999996,L,,,,,,,048_08
377.12699999999995,377.67699999999996,,,,momgrab,,,,048_08
377.12699999999995,377.717,,,,momgrab,,,,048_08
378.936,383.389,R,,,,,,,048_08
383.211,383.389,,,,momgrab,,,,048_08
383.211,383.41900000000004,,,,momgrab,,,,048_08
388.184,389.62699999999995,L,,,,,,,048_08
389.06300000000005,389.62699999999995,Both,,,,,,,048_08
389.06300000000005,394.694,R,,,,,,,048_08
391.466,391.782,Both,,,,,,,048_08
394.459,394.717,,,,momgrab,,,,048_08
400.24,406.79699999999997,R,,,,,,,048_08
119.006,138.796,,,,,R,,,001_08
137.204,137.596,,,,,Both,,,001_08
147.201,148.19899999999998,,,,,,L,,001_08
147.204,148.19899999999998,,,,,,Both,,001_08
147.204,148.594,,,,,,R,,001_08
151.001,152.494,,,,,R,,,001_08
153.901,165.59400000000002,,,,,,R,,001_08
156.503,161.496,,,,,,Both,,001_08
161.901,164.498,,,,,,,L,001_08
165.205,166.799,,,,,,L,,001_08
182.703,184.99599999999998,,,,,,L,,001_08
193.8,199.199,,,,,,,R,001_08
210.002,212.894,,,,,R,,,001_08
213.805,218.69799999999998,,,,,,,R,001_08
224.405,226.798,,,,,,R,,001_08
227.80200000000002,229.497,,,,,R,,,001_08
234.1,259.79900000000004,,,,,R,,,001_08
241.6,244.19799999999998,,,,,Both,,,001_08
253.301,280.597,,,,,L,,,001_08
263.60200000000003,265.594,,,,,Both,,,001_08
270.004,294.594,,,,,R,,,001_08
291.204,294.594,,,,,,Both,,001_08
291.204,303.29900000000004,,,,,,L,,001_08
294.904,295.10400000000004,,,,,,Both,,001_08
299.002,300.495,,,,,,R,,001_08
300.704,301.698,,,,,R,,,001_08
302.004,303.39799999999997,,,,,,R,,001_08
350.30300000000005,362.394,,,,,R,,,001_08
387.404,398.496,,,,,,R,,001_08
388.405,398.496,,,,,,Both,,001_08
388.405,399.894,,,,,,L,,001_08
408.903,411.098,,,,,,,R,001_08
411.705,413.495,,,,,R,,,001_08
422.602,433.599,,,,,R,,,001_08
422.705,423.499,,,,,Both,,,001_08
433.402,437.898,,,,,L,,,001_08
108.454,109.26799999999999,,,,,,L,,002_08
109.626,112.095,,,,,,,R,002_08
116.111,117.495,,,,,R,,,002_08
117.215,117.495,,,,,Both,,,002_08
117.215,119.585,,,,,L,,,002_08
118.71600000000001,119.585,,,,,,,Both,002_08
118.71600000000001,119.993,,,,,,,R,002_08
154.82399999999998,156.175,,,,,R,,,002_08
155.308,156.175,,,,,,,Both,002_08
155.308,156.795,,,,,,,L,002_08
163.825,165.87400000000002,,,,,,,R,002_08
167.917,168.484,,,,,,,L,002_08
209.826,210.785,,,,,,,R,002_08
228.415,229.283,,,,,R,,,002_08
252.61700000000002,253.685,,,,,R,,,002_08
252.812,253.685,,,,,,,Both,002_08
252.812,254.581,,,,,,,L,002_08
253.918,254.581,,,,,,,Both,002_08
253.918,255.387,,,,,,,R,002_08
264.726,266.078,,,,,R,,,002_08
321.395,323.098,,,,,L,,,002_08
324.026,325.384,,,,,,R,,002_08
324.901,325.384,,,,,,,Both,002_08
324.901,325.992,,,,,,,L,002_08
375.12,376.292,,,,,,,L,002_08
396.909,397.99199999999996,,,,,R,,,002_08
399.805,400.483,,,,,,R,,002_08
442.99199999999996,444.17,,,,,,R,,002_08
452.80800000000005,453.57099999999997,,,,,,R,,002_08
101.77,106.26,,,,,,,R,003_08
105.21,106.26,,,,,,,Both,003_08
105.21,106.27,,,,,,,L,003_08
110.28,112.01,,,,,R,,,003_08
113.36,113.51,,,,,L,,,003_08
114.65,116.51,,,,,R,,,003_08
117.59,117.74,,,,,R,,,003_08
121.14,123.7,,,,,,,L,003_08
123.73,125.12,,,,,R,,,003_08
125.64,125.73,,,,,R,,,003_08
128.45,129.87,,,,,R,,,003_08
133.09,134.03,,,,,R,,,003_08
137.29,151.45,,,,,,L,,003_08
153.23,167.75,,,,,,L,,003_08
184.38,210.91,,,,,,,R,003_08
194.18,195.33,,,,,,,Both,003_08
198.0,211.26,,,,,,,L,003_08
212.42,214.8,,,,,L,,,003_08
214.68,214.8,,,,,Both,,,003_08
214.68,217.76,,,,,R,,,003_08
215.53,217.76,,,,,,,Both,003_08
215.53,229.23,,,,,,,L,003_08
221.0,221.26,,,,,Both,,,003_08
232.18,233.56,,,,,R,,,003_08
233.48,233.56,,,,,Both,,,003_08
233.48,234.36,,,,,L,,,003_08
234.98,243.72,,,,,,R,,003_08
236.48,243.72,,,,,,Both,,003_08
236.48,245.52,,,,,,L,,003_08
245.54,247.34,,,,,,R,,003_08
247.761,251.532,,,,,,R,,003_08
274.96,281.438,,,,,,,R,003_08
283.297,284.76599999999996,,,,,,,L,003_08
283.297,290.066,,,,,,,R,003_08
296.402,298.651,,,,,L,,,003_08
302.437,302.637,,,,,L,,,003_08
305.064,306.42,,,,,R,,,003_08
307.768,307.94599999999997,,,,,L,,,003_08
309.908,310.151,,,,,R,,,003_08
313.531,315.272,,,,,R,,,003_08
318.415,318.66700000000003,,,,,R,,,003_08
322.427,323.84,,,,,,,R,003_08
324.258,324.965,,,,,R,,,003_08
327.83,337.733,,,,,,R,,003_08
327.83,339.233,,,,,,L,,003_08
344.648,349.381,,,,,,R,,003_08
345.384,345.67900000000003,,,,,,Both,,003_08
351.154,353.965,,,,,,R,,003_08
355.67400000000004,356.274,,,,,,,R,003_08
356.168,356.274,,,,,,,Both,003_08
356.168,385.849,,,,,,,L,003_08
356.999,358.186,,,,,,Both,,003_08
360.311,370.89300000000003,,,,,,,R,003_08
371.402,372.273,,,,,R,,,003_08
373.56300000000005,377.36300000000006,,,,,R,,,003_08
378.441,379.835,,,,,,,R,003_08
380.441,385.375,,,,,,R,,003_08
387.207,387.42800000000005,,,,,R,,,003_08
391.142,392.88199999999995,,,,,,R,,003_08
392.629,392.88199999999995,,,,,,Both,,003_08
392.629,398.23699999999997,,,,,,L,,003_08
393.69199999999995,395.01800000000003,,,,,Both,,,003_08
401.961,404.038,,,,,R,,,003_08
404.98,406.149,,,,,,R,,003_08
423.908,424.713,,,,,R,,,003_08
426.207,426.649,,,,,R,,,003_08
427.103,429.519,,,,,,R,,003_08
429.48,429.519,,,,,,Both,,003_08
429.48,433.727,,,,,,L,,003_08
431.025,431.116,,,,,Both,,,003_08
432.13699999999994,441.125,,,,,,R,,003_08
434.52,441.125,,,,,Both,,,003_08
434.52,441.936,,,,,L,,,003_08
443.584,444.76599999999996,,,,,L,,,003_08
464.41,465.631,,,,,,,R,003_08
467.089,477.421,,,,,,,R,003_08
89.02,91.37899999999999,,,,,,,R,004_08
93.926,93.992,,,,,,,R,004_08
95.602,95.969,,,,,,,R,004_08
97.413,107.095,,,,,,,L,004_08
97.413,109.598,,,,,,,R,004_08
116.589,131.488,,,,,,L,,004_08
117.946,131.488,,,,,,Both,,004_08
117.946,133.077,,,,,,R,,004_08
133.12,140.12,,,,,L,,,004_08
137.618,140.12,,,,,Both,,,004_08
137.618,140.485,,,,,R,,,004_08
141.625,141.796,,,,,L,,,004_08
146.711,147.579,,,,,,,R,004_08
147.412,147.579,,,,,,,Both,004_08
147.412,148.78,,,,,,,L,004_08
147.92600000000002,148.78,,,,,Both,,,004_08
147.92600000000002,154.695,,,,,R,,,004_08
155.22,156.172,,,,,L,,,004_08
156.806,156.872,,,,,R,,,004_08
157.418,164.872,,,,,L,,,004_08
164.1,164.872,,,,,Both,,,004_08
164.1,166.892,,,,,R,,,004_08
173.428,173.495,,,,,R,,,004_08
173.764,174.58900000000003,,,,,L,,,004_08
175.608,181.97400000000002,,,,,,R,,004_08
183.03099999999998,183.09799999999998,,,,,R,,,004_08
183.423,184.38,,,,,L,,,004_08
183.833,184.38,,,,,,Both,,004_08
183.833,208.085,,,,,,R,,004_08
184.618,207.68200000000002,,,,,,Both,,004_08
208.011,218.167,,,,,,,L,004_08
209.007,209.597,,,,,Both,,,004_08
211.0,212.987,,,,,,R,,004_08
213.40900000000002,232.278,,,,,,,R,004_08
223.725,224.873,,,,,,,Both,004_08
232.12599999999998,246.083,,,,,,,L,004_08
234.63099999999997,238.37,,,,,,,Both,004_08
239.615,252.891,,,,,,,R,004_08
257.224,272.082,,,,,,R,,004_08
260.828,265.598,,,,,,Both,,004_08
272.906,278.293,,,,,,,L,004_08
273.506,278.293,,,,,,,Both,004_08
273.506,296.574,,,,,,,R,004_08
282.819,285.197,,,,,,,Both,004_08
287.4,296.673,,,,,,,L,004_08
311.707,313.385,,,,,L,,,004_08
317.926,324.57599999999996,,,,,,R,,004_08
319.399,324.513,,,,,,Both,,004_08
345.705,354.084,,,,,,R,,004_08
346.106,354.084,,,,,,Both,,004_08
346.106,356.884,,,,,,L,,004_08
354.911,356.884,,,,,,,Both,004_08
354.911,378.99,,,,,,,R,004_08
357.12800000000004,362.495,,,,,,,Both,004_08
363.53,366.39599999999996,,,,,,,L,004_08
367.60699999999997,368.19699999999995,,,,,,,L,004_08
369.606,378.082,,,,,,,L,004_08
380.401,381.37699999999995,,,,,,R,,004_08
385.20300000000003,386.59,,,,,L,,,004_08
386.421,386.59,,,,,Both,,,004_08
386.421,397.279,,,,,R,,,004_08
389.9,397.279,,,,,Both,,,004_08
389.9,398.99699999999996,,,,,L,,,004_08
399.50300000000004,399.973,,,,,R,,,004_08
400.51599999999996,400.68300000000005,,,,,L,,,004_08
402.009,402.176,,,,,R,,,004_08
420.83,443.095,,,,,,R,,004_08
427.92699999999996,432.885,,,,,,Both,,004_08
441.51300000000003,441.87800000000004,,,,,L,,,004_08
442.70099999999996,444.778,,,,,,L,,004_08
443.403,443.569,,,,,,Both,,004_08
444.531,446.776,,,,,,R,,004_08
445.017,445.184,,,,,Both,,,004_08
446.006,447.975,,,,,,L,,004_08
447.009,447.07599999999996,,,,,Both,,,004_08
447.717,450.86800000000005,,,,,,R,,004_08
448.12300000000005,448.29,,,,,Both,,,004_08
453.889,457.18800000000005,,,,,,,L,004_08
102.2,102.266,,,,,L,,,005_08
102.617,103.484,,,,,R,,,005_08
103.801,104.369,,,,,L,,,005_08
114.52600000000001,114.693,,,,,L,,,005_08
142.428,142.894,,,,,,R,,005_08
143.27100000000002,148.891,,,,,,,R,005_08
148.214,148.891,,,,,,,Both,005_08
148.214,149.582,,,,,,,L,005_08
158.52200000000002,178.581,,,,,,R,,005_08
161.708,161.875,,,,,Both,,,005_08
165.22299999999998,167.172,,,,,,L,,005_08
184.717,190.278,,,,,,R,,005_08
186.22,190.07299999999998,,,,,,Both,,005_08
191.43099999999998,195.77200000000002,,,,,R,,,005_08
206.507,209.267,,,,,R,,,005_08
210.608,211.78599999999997,,,,,R,,,005_08
213.024,214.095,,,,,,R,,005_08
213.71599999999998,214.095,,,,,,Both,,005_08
213.71599999999998,226.377,,,,,,L,,005_08
221.90099999999998,226.377,,,,,,Both,,005_08
221.90099999999998,227.274,,,,,,R,,005_08
226.875,227.274,,,,,,,Both,005_08
226.875,227.768,,,,,,,L,005_08
228.52700000000002,230.687,,,,,,R,,005_08
234.108,234.275,,,,,R,,,005_08
260.004,261.894,,,,,,L,,005_08
261.529,261.894,,,,,,Both,,005_08
261.529,262.897,,,,,,R,,005_08
278.003,283.573,,,,,,R,,005_08
278.128,283.573,,,,,,Both,,005_08
278.128,283.675,,,,,,L,,005_08
298.513,298.68,,,,,R,,,005_08
299.192,300.194,,,,,R,,,005_08
303.399,303.566,,,,,R,,,005_08
311.605,312.483,,,,,R,,,005_08
316.513,318.592,,,,,R,,,005_08
321.928,322.596,,,,,,L,,005_08
105.90299999999999,108.796,,,,,,,L,006_08
113.205,113.399,,,,,R,,,006_08
114.601,114.695,,,,,R,,,006_08
116.00399999999999,116.296,,,,,L,,,006_08
129.10299999999998,138.496,,,,,R,,,006_08
166.003,168.296,,,,,,L,,006_08
168.8,170.69400000000002,,,,,,,L,006_08
171.101,176.199,,,,,,L,,006_08
182.102,183.396,,,,,,R,,006_08
191.403,198.09400000000002,,,,,R,,,006_08
202.704,204.497,,,,,R,,,006_08
206.604,207.894,,,,,R,,,006_08
209.10299999999998,210.894,,,,,R,,,006_08
242.403,244.395,,,,,,,R,006_08
244.90200000000002,246.49900000000002,,,,,R,,,006_08
362.901,370.298,,,,,R,,,006_08
77.97,79.19,,,,,R,,,007_07
82.305,82.37100000000001,,,,,R,,,007_07
84.10700000000001,84.274,,,,,R,,,007_07
87.40299999999999,89.47200000000001,,,,,R,,,007_07
97.223,111.074,,,,,,R,,007_07
101.6,107.288,,,,,,Both,,007_07
108.82600000000001,110.87100000000001,,,,,L,,,007_07
129.52700000000002,136.88,,,,,R,,,007_07
141.221,149.975,,,,,L,,,007_07
142.618,149.975,,,,,Both,,,007_07
142.618,157.086,,,,,R,,,007_07
151.226,156.887,,,,,,,Both,007_07
158.024,165.577,,,,,,,R,007_07
160.705,163.175,,,,,,,Both,007_07
163.62,164.588,,,,,L,,,007_07
169.222,170.38299999999998,,,,,,,L,007_07
171.4,172.368,,,,,,,R,007_07
178.31599999999997,179.672,,,,,,,L,007_07
178.32,179.672,,,,,,,Both,007_07
178.32,179.988,,,,,,,R,007_07
185.30700000000002,186.365,,,,,L,,,007_07
188.604,190.07299999999998,,,,,L,,,007_07
190.422,195.08700000000002,,,,,,,R,007_07
190.813,195.08700000000002,,,,,,,Both,007_07
190.813,195.385,,,,,,,L,007_07
201.919,202.787,,,,,,R,,007_07
207.391,207.791,,,,,,,R,007_07
207.61,207.791,,,,,,,Both,007_07
207.61,211.08900000000003,,,,,,,L,007_07
209.824,211.08900000000003,,,,,Both,,,007_07
209.824,211.493,,,,,R,,,007_07
218.12,222.497,,,,,L,,,007_07
222.90400000000002,226.292,,,,,,,L,007_07
229.429,235.669,,,,,L,,,007_07
229.627,229.99400000000003,,,,,Both,,,007_07
266.32099999999997,269.377,,,,,L,,,007_07
267.628,268.295,,,,,Both,,,007_07
272.017,274.79200000000003,,,,,L,,,007_07
278.6,280.16900000000004,,,,,,R,,007_07
280.731,282.66700000000003,,,,,,,L,007_07
281.93,282.497,,,,,,,Both,007_07
283.724,284.191,,,,,,,L,007_07
287.132,290.47,,,,,L,,,007_07
289.823,290.47,,,,,Both,,,007_07
289.823,298.17400000000004,,,,,R,,,007_07
290.92400000000004,294.877,,,,,,Both,,007_07
301.509,308.376,,,,,,,R,007_07
311.51,312.478,,,,,,,R,007_07
312.817,312.98400000000004,,,,,,L,,007_07
314.33099999999996,320.274,,,,,,L,,007_07
352.082,353.584,,,,,,R,,007_07
354.999,357.168,,,,,,,R,007_07
358.12,359.381,,,,,,,L,007_07
369.92199999999997,370.785,,,,,,,L,007_07
377.006,383.381,,,,,,,L,007_07
384.70099999999996,387.07,,,,,R,,,007_07
391.00699999999995,391.56699999999995,,,,,,,L,007_07
392.45,392.96,,,,,R,,,007_07
393.26199999999994,395.291,,,,,L,,,007_07
399.12,400.69199999999995,,,,,,R,,007_07
405.805,406.98699999999997,,,,,,R,,007_07
407.399,410.096,,,,,,,L,007_07
409.814,410.096,,,,,,,Both,007_07
409.814,412.86699999999996,,,,,,,R,007_07
435.722,437.68199999999996,,,,,,L,,007_07
453.577,464.49199999999996,,,,,,L,,007_07
464.30199999999996,464.49199999999996,,,,,,Both,,007_07
464.30199999999996,465.16900000000004,,,,,,R,,007_07
466.8,471.97900000000004,,,,,L,,,007_07
466.91,468.793,,,,,Both,,,007_07
127.73,130.85,,,,,R,,,008_08
138.85,142.84,,,,,R,,,008_08
139.72,141.96,,,,,,,Both,008_08
142.64,143.78,,,,,L,,,008_08
149.51,151.3,,,,,L,,,008_08
167.02,169.08,,,,,,,R,008_08
185.93,188.62,,,,,,R,,008_08
188.93,189.62,,,,,R,,,008_08
193.88,195.22,,,,,,R,,008_08
197.41,197.73,,,,,,R,,008_08
198.3,199.82,,,,,R,,,008_08
202.95,203.96,,,,,,R,,008_08
204.35,208.17,,,,,,R,,008_08
209.64,211.53,,,,,,R,,008_08
217.61,223.82,,,,,L,,,008_08
232.47,236.64,,,,,,,L,008_08
233.9,236.64,,,,,,,Both,008_08
233.9,240.7,,,,,,,R,008_08
237.3,240.01,,,,,Both,,,008_08
286.49,301.803,,,,,,R,,008_08
293.36,301.77,,,,,,Both,,008_08
302.51,305.41,,,,,,,R,008_08
304.715,305.41,,,,,,Both,,008_08
304.715,309.145,,,,,,L,,008_08
307.195,307.845,,,,,,,Both,008_08
308.85,310.42,,,,,,R,,008_08
339.64,343.82,,,,,L,,,008_08
344.76,346.21,,,,,,,L,008_08
347.51,347.87,,,,,L,,,008_08
349.0,355.0,,,,,,,L,008_08
358.98,360.35,,,,,L,,,008_08
367.4,368.31,,,,,L,,,008_08
372.78,374.13,,,,,L,,,008_08
411.54,425.41,,,,,,R,,008_08
444.05,446.83,,,,,L,,,008_08
448.62,449.43,,,,,,,L,008_08
452.13,455.14,,,,,,R,,008_08
476.745,478.245,,,,,R,,,008_08
479.71,481.36,,,,,L,,,008_08
66.21300000000001,68.969,,,,,,,L,009_08
79.209,80.58800000000001,,,,,,,R,009_08
82.323,83.08200000000001,,,,,,,R,009_08
84.306,85.494,,,,,,,R,009_08
104.109,105.595,,,,,,R,,009_08
105.50299999999999,105.595,,,,,,Both,,009_08
105.50299999999999,121.697,,,,,,L,,009_08
106.304,107.771,,,,,,,Both,009_08
108.21799999999999,122.486,,,,,,R,,009_08
128.314,130.974,,,,,,,L,009_08
130.211,130.974,,,,,Both,,,009_08
130.211,134.688,,,,,R,,,009_08
220.52900000000002,225.092,,,,,R,,,009_08
293.10400000000004,293.487,,,,,R,,,009_08
314.907,323.166,,,,,R,,,009_08
328.77,333.278,,,,,L,,,009_08
334.61300000000006,336.774,,,,,L,,,009_08
338.222,338.69599999999997,,,,,L,,,009_08
346.11400000000003,370.79699999999997,,,,,L,,,009_08
399.413,400.289,,,,,,,L,009_08
401.93199999999996,405.004,,,,,,,L,009_08
406.00800000000004,408.76599999999996,,,,,L,,,009_08
95.412,97.37,,,,,,,R,010_08
99.21600000000001,107.499,,,,,R,,,010_08
112.031,120.696,,,,,,L,,010_08
112.917,118.971,,,,,,Both,,010_08
119.905,124.26899999999999,,,,,,,R,010_08
121.226,124.26899999999999,,,,,,,Both,010_08
121.226,133.595,,,,,,,L,010_08
124.803,130.582,,,,,Both,,,010_08
131.916,136.186,,,,,,,R,010_08
135.799,136.186,,,,,,,Both,010_08
135.799,138.69299999999998,,,,,,,L,010_08
138.804,139.89600000000002,,,,,R,,,010_08
140.922,141.687,,,,,,L,,010_08
154.983,157.976,,,,,,R,,010_08
155.517,156.27,,,,,,Both,,010_08
157.717,158.876,,,,,,L,,010_08
160.306,167.479,,,,,R,,,010_08
169.605,180.683,,,,,,L,,010_08
170.71200000000002,180.683,,,,,,Both,,010_08
170.71200000000002,181.79,,,,,,R,,010_08
187.13,188.36700000000002,,,,,,,R,010_08
188.30599999999998,188.36700000000002,,,,,,,Both,010_08
188.30599999999998,188.674,,,,,,,L,010_08
189.425,208.885,,,,,R,,,010_08
219.021,219.584,,,,,,R,,010_08
228.91299999999998,233.09900000000002,,,,,R,,,010_08
234.111,236.877,,,,,,,R,010_08
241.00799999999998,270.176,,,,,,,R,010_08
242.813,262.688,,,,,,,Both,010_08
277.29900000000004,278.673,,,,,,R,,010_08
282.631,284.274,,,,,,,R,010_08
292.607,294.397,,,,,R,,,010_08
360.723,365.167,,,,,R,,,010_08
367.024,389.86699999999996,,,,,,L,,010_08
368.42900000000003,389.589,,,,,,Both,,010_08
390.0,390.667,,,,,R,,,010_08
392.496,403.665,,,,,,L,,010_08
393.31199999999995,396.98400000000004,,,,,,Both,,010_08
398.2,403.99699999999996,,,,,,R,,010_08
404.82300000000004,409.473,,,,,L,,,010_08
405.958,408.475,,,,,,Both,,010_08
409.208,412.48900000000003,,,,,R,,,010_08
442.714,463.79699999999997,,,,,,R,,010_08
445.12,463.79699999999997,,,,,,Both,,010_08
445.12,463.98699999999997,,,,,,L,,010_08
471.30400000000003,472.48199999999997,,,,,,,R,010_08
489.219,495.29699999999997,,,,,R,,,010_08
518.781,539.9830000000001,,,,,,R,,010_08
521.1709999999999,539.9830000000001,,,,,,Both,,010_08
521.1709999999999,551.194,,,,,,L,,010_08
549.128,551.194,,,,,,Both,,010_08
549.128,560.879,,,,,,R,,010_08
584.599,586.5930000000001,,,,,,,R,010_08
122.01899999999999,124.195,,,,,,,L,011_08
124.10700000000001,124.195,,,,,,Both,,011_08
124.10700000000001,124.897,,,,,,R,,011_08
124.307,124.897,,,,,,Both,,011_08
124.307,125.795,,,,,,L,,011_08
126.906,128.593,,,,,,,R,011_08
127.90899999999999,128.593,,,,,,,Both,011_08
127.90899999999999,132.891,,,,,,,L,011_08
131.906,132.891,,,,,,,Both,011_08
131.906,138.597,,,,,,,R,011_08
138.8,138.99,,,,,,L,,011_08
139.3,141.796,,,,,,,L,011_08
139.70600000000002,141.795,,,,,,,Both,011_08
142.804,144.099,,,,,R,,,011_08
143.007,144.099,,,,,,,Both,011_08
143.007,146.599,,,,,,,L,011_08
144.502,146.599,,,,,,,Both,011_08
144.502,147.295,,,,,,,R,011_08
149.9,154.393,,,,,R,,,011_08
152.605,154.29,,,,,Both,,,011_08
157.703,160.493,,,,,R,,,011_08
160.901,163.499,,,,,,,R,011_08
164.202,169.795,,,,,R,,,011_08
171.4,172.895,,,,,L,,,011_08
172.604,172.895,,,,,Both,,,011_08
172.604,176.391,,,,,R,,,011_08
179.2,185.99400000000003,,,,,R,,,011_08
186.609,188.195,,,,,,,R,011_08
188.5,198.49900000000002,,,,,R,,,011_08
189.109,197.59599999999998,,,,,Both,,,011_08
198.90099999999998,200.092,,,,,,,R,011_08
199.50099999999998,200.092,,,,,,,Both,011_08
199.50099999999998,201.196,,,,,,,L,011_08
205.308,207.799,,,,,,L,,011_08
207.80200000000002,208.898,,,,,,R,,011_08
207.9,208.898,,,,,Both,,,011_08
207.9,209.093,,,,,L,,,011_08
209.507,215.995,,,,,R,,,011_08
212.701,215.995,,,,,Both,,,011_08
212.701,222.293,,,,,L,,,011_08
217.50599999999997,219.69,,,,,Both,,,011_08
223.608,229.99900000000002,,,,,L,,,011_08
226.40099999999998,229.993,,,,,Both,,,011_08
230.30700000000002,232.796,,,,,,R,,011_08
231.405,232.69400000000002,,,,,,Both,,011_08
232.908,235.69799999999998,,,,,R,,,011_08
236.102,241.399,,,,,,R,,011_08
241.80900000000003,247.792,,,,,R,,,011_08
241.908,247.59599999999998,,,,,Both,,,011_08
250.107,250.995,,,,,L,,,011_08
250.90900000000002,250.995,,,,,Both,,,011_08
250.90900000000002,251.799,,,,,R,,,011_08
252.204,264.897,,,,,,L,,011_08
265.608,270.297,,,,,,,L,011_08
271.401,272.599,,,,,,L,,011_08
272.901,277.491,,,,,,,R,011_08
273.10900000000004,275.296,,,,,,,Both,011_08
276.808,278.89799999999997,,,,,,,L,011_08
280.20799999999997,283.098,,,,,R,,,011_08
281.901,283.098,,,,,,Both,,011_08
281.901,283.796,,,,,,L,,011_08
283.504,283.796,,,,,,Both,,011_08
283.504,284.89599999999996,,,,,,R,,011_08
285.307,290.693,,,,,R,,,011_08
287.908,290.59,,,,,Both,,,011_08
293.506,298.194,,,,,R,,,011_08
294.306,298.194,,,,,Both,,,011_08
294.306,311.29400000000004,,,,,L,,,011_08
299.405,311.29400000000004,,,,,Both,,,011_08
299.405,315.19,,,,,R,,,011_08
315.9,318.399,,,,,,R,,011_08
318.607,319.99,,,,,R,,,011_08
320.403,320.596,,,,,,R,,011_08
321.008,322.895,,,,,R,,,011_08
323.107,324.694,,,,,,R,,011_08
325.108,331.091,,,,,R,,,011_08
326.807,329.795,,,,,,,Both,011_08
330.306,339.296,,,,,L,,,011_08
338.106,338.991,,,,,Both,,,011_08
339.608,340.49300000000005,,,,,,R,,011_08
341.30699999999996,343.69800000000004,,,,,L,,,011_08
344.509,345.79,,,,,,R,,011_08
347.0,349.695,,,,,L,,,011_08
348.207,349.191,,,,,,Both,,011_08
349.409,350.599,,,,,R,,,011_08
355.105,359.096,,,,,,R,,011_08
357.408,359.096,,,,,,Both,,011_08
357.408,361.195,,,,,,L,,011_08
359.805,360.69300000000004,,,,,Both,,,011_08
360.909,361.79900000000004,,,,,,R,,011_08
362.705,377.996,,,,,L,,,011_08
368.602,370.29400000000004,,,,,Both,,,011_08
376.403,380.29699999999997,,,,,R,,,011_08
383.10400000000004,390.195,,,,,R,,,011_08
384.00699999999995,390.19300000000004,,,,,Both,,,011_08
390.60900000000004,392.39599999999996,,,,,,,L,011_08
