"Begin Time - ss.msec","End Time - ss.msec","*TIME","Motion","LHGrasp","RHInteract","Mouthing","RHGrasp","Interact Comment","LHInteract","Mom Action","Grasp Comment","Mouth","Mom Actions","LHinteract","Mom Grab","File","File Path"
325.825,326.465,,"mouth",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
329.596,332.506,,"shak",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
332.883,333.034,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
338.902,341.576,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
339.703,341.571,,,,,,"ag",,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
343.512,361.27,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
343.708,344.186,,,,,,"ag",,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
349.527,361.267,,,,,,"ag",,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
351.304,358.889,,,"ag",,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
351.304,360.093,,,,,,,,"a",,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
360.066,360.967,,"shak",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
361.276,361.427,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
376.709,384.974,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
392.829,397.79,,,,,,,,"i",,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
395.031,397.797,,,"ig",,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
397.803,397.954,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
399.105,402.178,,,,"m",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
399.604,401.893,,,,,,"m",,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
401.017,406.388,,,,,,,,"m",,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
401.596,406.28,,,"m",,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
403.409,405.99,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
406.398,406.549,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
407.229,407.896,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
407.826,409.089,,,,,,,,"i",,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
411.717,418.386,,,,,,,,"i",,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
418.396,418.547,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
430.011,438.884,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
430.812,437.766,,,,,,"ag",,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
443.514,449.295,,,,,,,"interact or no?","i",,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
443.703,445.286,,,,"m",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
444.018,445.285,,,,,,"m",,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
445.289,445.44,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
447.521,463.281,,,,"a",,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
449.3,449.451,,"drop",,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
463.106,463.281,"End Toy Play- by BK",,,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"
718.293,718.879,"END",,,,,,,,,,,,,,"002_08_090507_07192018EP_babyhands_DH.eaf"

101.771,102.402,"START",,,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
102.656,102.695,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
109.295,122.167,,,,,,,,"a",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
110.842,112.296,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
120.431,124.599,,,,"m",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
120.556,124.599,,,,,,"mg",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
121.025,122.225,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
125.326,126.159,,,,"a",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
128.469,134.559,,,,"m",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
129.722,134.279,,,,,,"mg",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
134.955,174.988,,,,"a",,"ag",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
150.625,152.473,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
156.989,167.916,,,,,,,,"a",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
157.829,159.467,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
168.525,169.395,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
174.351,175.016,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
176.291,185.716,,,,"m",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
224.641,232.799,,,,,,,,"m",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
227.423,228.758,,,,,,,,,,,"mm",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
228.036,229.873,,,,"m",,"mg",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
230.67,275.377,,,,"a",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
230.957,275.377,,,,,,"ag",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
232.148,232.808,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
232.827,234.767,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
274.838,275.438,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
292.054,354.961,,,,,,,,"a",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
293.648,295.578,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
322.485,323.771,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
350.84,362.28,,,,"i",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
351.948,362.28,,,,,,"ig",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
355.025,355.176,,"drop",,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
360.213,381.286,,,,,,,,"i",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
380.435,381.305,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
387.107,392.757,,,,,,,,"i",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
397.905,428.188,,,,"i",,"ig",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
398.663,400.772,,,,,,,,"i",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
407.679,411.7,,"shak-b",,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
423.556,424.248,,,,,,,,"m",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
423.557,424.241,,,,,,,,,,,,"momforce",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
426.893,428.211,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
433.82,473.08,,,,"a",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
434.584,473.08,,,,,,"ag",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
440.639,484.296,,,,,,,,"i",,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
446.79,447.65,,"shak-b",,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
449.683,451.553,,"shak-b",,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
467.039,473.119,,,,,,,,,,,,"momgrab",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
474.712,475.971,,,,"a",,,,,,,,"momforce",,,"003_08_092407_07202018EP_babyhands_TD.eaf"
475.106,475.976,,,,,,"ag",,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
476.582,477.085,,,,"m",,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
476.776,477.122,"End Toy Play - by BK",,,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
479.732,480.543,,,,,,,,,,,"am",,,,"003_08_092407_07202018EP_babyhands_TD.eaf"
761.053,761.57,"END",,,,,,,,,,,,,,"003_08_092407_07202018EP_babyhands_TD.eaf"

89.02,89.556,"START",,,,,,,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
89.025,98.683,,,"ag",,,"ag",,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
89.025,98.688,,,,,,,,"a",,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
89.025,98.973,,,,"a",,,,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
97.815,98.992,,,,,,,,,,,,"momgrab",,,"004_08_092407_07242018EP_babyhands_YT.eaf"
108.34,141.492,,,,"a",,"ag",,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
141.719,146.773,,,,"m",,"mg",,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
145.601,146.774,,,,,,,,"m",,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
146.773,146.923,,"drop",,,,,,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
168.331,170.184,,,,"m",,"mg",,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
169.168,169.702,,"shak-b",,,,,,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
179.704,181.883,,,,"i",,,,,,,,,,,"004_08_092407_07242018EP_babyhands_YT.eaf"
